Make,MSRP,Body Size,Body Style,Engine Aspiration,Drivetrain,Transmission,Horsepower_no,Torque_no
Nissan,43590.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,413.0
Nissan,45190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,44190.0,Midsize,SUV,Electric Motor,FWD,automatic,238.0,221.0
Nissan,48190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,54190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,54190.0,Midsize,SUV,Electric Motor,AWD,automatic,389.0,442.0
Nissan,41190.0,Midsize,SUV,Electric Motor,FWD,automatic,214.0,221.0
Nissan,26000.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,32700.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,34200.0,Midsize,Sedan,Naturally Aspirated,AWD,automatic,182.0,178.0
Nissan,28200.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,29700.0,Midsize,Sedan,Naturally Aspirated,AWD,automatic,182.0,178.0
Nissan,28300.0,Midsize,Sedan,Naturally Aspirated,AWD,automatic,182.0,178.0
Nissan,26800.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,188.0,180.0
Nissan,35700.0,Midsize,Sedan,Turbocharged,FWD,automatic,248.0,273.0
Nissan,67790.0,Large,SUV,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,70790.0,Large,SUV,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,62540.0,Large,SUV,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,59540.0,Large,SUV,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,55720.0,Large,SUV,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,58720.0,Large,SUV,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,39560.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,36560.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,30030.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,33230.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,31330.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,34330.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,42900.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,39900.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,35930.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,32730.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,36960.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,39960.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,34130.0,Compact,Pickup Truck,Naturally Aspirated,RWD,automatic,310.0,281.0
Nissan,37130.0,Compact,Pickup Truck,Naturally Aspirated,4WD,automatic,310.0,281.0
Nissan,221090.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,600.0,481.0
Nissan,121090.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,565.0,467.0
Nissan,141090.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,565.0,467.0
Nissan,21050.0,Compact,Hatchback,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,23610.0,Compact,Hatchback,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,22910.0,Compact,Hatchback,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,28140.0,Compact,Hatchback,Electric Motor,FWD,automatic,147.0,236.0
Nissan,36190.0,Compact,Hatchback,Electric Motor,FWD,automatic,214.0,250.0
Nissan,46200.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,260.0,240.0
Nissan,47900.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,260.0,240.0
Nissan,43850.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,260.0,240.0
Nissan,42150.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,260.0,240.0
Nissan,38190.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,260.0,240.0
Nissan,39890.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,260.0,240.0
Nissan,50950.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,49050.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,43900.0,Large,SUV,Naturally Aspirated,4WD,automatic,295.0,270.0
Nissan,36080.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,37980.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,44400.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,42500.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,38900.0,Large,SUV,Naturally Aspirated,FWD,automatic,284.0,259.0
Nissan,40800.0,Large,SUV,Naturally Aspirated,4WD,automatic,284.0,259.0
Nissan,38700.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,40200.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,28420.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,29920.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,35270.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,36770.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,31610.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,225.0
Nissan,30110.0,Midsize,SUV,Turbocharged,FWD,automatic,201.0,225.0
Nissan,20890.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,149.0,146.0
Nissan,23980.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,149.0,146.0
Nissan,21820.0,Midsize,Sedan,Naturally Aspirated,FWD,automatic,149.0,146.0
Nissan,53850.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,63020.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,59710.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,49410.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,46040.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,413.0
Nissan,49230.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,58160.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,66110.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,52200.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,413.0
Nissan,16680.0,Compact,Sedan,Naturally Aspirated,FWD,manual,122.0,114.0
Nissan,18350.0,Compact,Sedan,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,20690.0,Compact,Sedan,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,19970.0,Compact,Sedan,Naturally Aspirated,FWD,automatic,122.0,114.0
Nissan,65090.0,Compact,Coupe,Twin-Turbo,RWD,automatic,420.0,384.0
Nissan,52310.0,Compact,Coupe,Twin-Turbo,RWD,automatic,400.0,350.0
Nissan,52310.0,Compact,Coupe,Twin-Turbo,RWD,manual,400.0,350.0
Nissan,42310.0,Compact,Coupe,Twin-Turbo,RWD,automatic,400.0,350.0
Nissan,42310.0,Compact,Coupe,Twin-Turbo,RWD,manual,400.0,350.0
Aston Martin,217000.0,Midsize,Coupe,Twin-Turbo,RWD,automatic,528.0,497.0
Aston Martin,233200.0,Midsize,Convertible,Twin-Turbo,RWD,automatic,528.0,497.0
Aston Martin,236000.0,Large,SUV,Twin-Turbo,AWD,automatic,697.0,663.0
Aston Martin,148200.0,Compact,Coupe,Twin-Turbo,RWD,automatic,503.0,505.0
Aston Martin,187000.0,Compact,Convertible,Twin-Turbo,RWD,automatic,528.0,505.0
Aston Martin,159800.0,Compact,Convertible,Twin-Turbo,RWD,automatic,503.0,505.0
Aston Martin,298200.0,Compact,Coupe,Twin-Turbo,RWD,automatic,690.0,555.0
Aston Martin,348700.0,Compact,Convertible,Twin-Turbo,RWD,automatic,690.0,555.0
Audi,35400.0,Compact,Sedan,Turbocharged,FWD,automatic,201.0,221.0
Audi,37400.0,Compact,Sedan,Turbocharged,AWD,automatic,201.0,221.0
Audi,38800.0,Compact,Sedan,Turbocharged,FWD,automatic,201.0,221.0
Audi,40800.0,Compact,Sedan,Turbocharged,AWD,automatic,201.0,221.0
Audi,40300.0,Midsize,Sedan,Turbocharged,AWD,automatic,201.0,236.0
Audi,45400.0,Midsize,Sedan,Turbocharged,AWD,automatic,201.0,236.0
Audi,47000.0,Midsize,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,42400.0,Midsize,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,50600.0,Midsize,Sedan,Turbocharged,AWD,automatic,201.0,236.0
Audi,51300.0,Midsize,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,45900.0,Midsize,Wagon,Turbocharged,AWD,automatic,261.0,273.0
Audi,50500.0,Midsize,Wagon,Turbocharged,AWD,automatic,261.0,273.0
Audi,55800.0,Midsize,Wagon,Turbocharged,AWD,automatic,261.0,273.0
Audi,44600.0,Midsize,Hatchback,Turbocharged,AWD,automatic,201.0,236.0
Audi,49700.0,Midsize,Hatchback,Turbocharged,AWD,automatic,201.0,236.0
Audi,51800.0,Midsize,Coupe,Turbocharged,AWD,automatic,261.0,273.0
Audi,59000.0,Midsize,Convertible,Turbocharged,AWD,automatic,261.0,273.0
Audi,51800.0,Midsize,Hatchback,Turbocharged,AWD,automatic,261.0,273.0
Audi,46700.0,Midsize,Coupe,Turbocharged,AWD,automatic,261.0,273.0
Audi,53900.0,Midsize,Convertible,Turbocharged,AWD,automatic,261.0,273.0
Audi,46700.0,Midsize,Hatchback,Turbocharged,AWD,automatic,261.0,273.0
Audi,55000.0,Midsize,Hatchback,Turbocharged,AWD,automatic,201.0,236.0
Audi,55950.0,Midsize,Coupe,Turbocharged,AWD,automatic,261.0,273.0
Audi,64000.0,Midsize,Convertible,Turbocharged,AWD,automatic,261.0,273.0
Audi,56250.0,Midsize,Hatchback,Turbocharged,AWD,automatic,261.0,273.0
Audi,56900.0,Large,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,60800.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,60800.0,Large,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,64700.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,70500.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,67900.0,Midsize,Wagon,Turbocharged,AWD,automatic,335.0,369.0
Audi,73400.0,Midsize,Wagon,Turbocharged,AWD,automatic,335.0,369.0
Audi,70200.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,75350.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,79350.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,87800.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,36800.0,Compact,SUV,Turbocharged,AWD,automatic,184.0,221.0
Audi,40100.0,Compact,SUV,Turbocharged,AWD,automatic,184.0,221.0
Audi,42500.0,Compact,SUV,Turbocharged,AWD,automatic,228.0,251.0
Audi,39200.0,Compact,SUV,Turbocharged,AWD,automatic,228.0,251.0
Audi,58200.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,64400.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,65900.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,49800.0,Midsize,SUV,Electric Motor,RWD,automatic,201.0,229.0
Audi,55200.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,56000.0,Midsize,SUV,Electric Motor,RWD,automatic,201.0,229.0
Audi,61400.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,62900.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,44200.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,236.0
Audi,49400.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,236.0
Audi,51900.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,61700.0,Midsize,SUV,Turbocharged,AWD,automatic,362.0,369.0
Audi,46700.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,57400.0,Midsize,SUV,Turbocharged,AWD,automatic,362.0,369.0
Audi,54900.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,236.0
Audi,57400.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,67000.0,Midsize,SUV,Turbocharged,AWD,automatic,362.0,369.0
Audi,54600.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,51000.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,59700.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,59200.0,Large,SUV,Turbocharged,AWD,automatic,261.0,273.0
